date,state,district,market,commodity,min_price,max_price,modal_price
2024-05-25,Madhya Pradesh,Indore,Gwalior,Maize,2737,2055,1926
2024-05-26,Madhya Pradesh,Gwalior,Sagar,Gram,1569,3654,3310
2024-05-27,Madhya Pradesh,Jabalpur,Indore,Paddy(Dhan),2245,3961,3420
2024-05-28,Madhya Pradesh,Sagar,Jabalpur,Paddy(Dhan),2495,2131,3350
2024-05-29,Madhya Pradesh,Gwalior,Jabalpur,Maize,1828,2230,3071
2024-05-30,Madhya Pradesh,Indore,Indore,Maize,2539,2394,2281
2024-05-31,Madhya Pradesh,Ujjain,Ujjain,Soybean,2697,3175,3135
2024-06-01,Madhya Pradesh,Ujjain,Gwalior,Soybean,2198,3525,3267
2024-06-02,Madhya Pradesh,Ujjain,Indore,Soybean,2305,2981,2082
2024-06-03,Madhya Pradesh,Ujjain,Sagar,Maize,1773,2962,2825
2024-06-04,Madhya Pradesh,Jabalpur,Ujjain,Gram,2023,2932,1873
2024-06-05,Madhya Pradesh,Jabalpur,Indore,Wheat,1718,3529,2887
2024-06-06,Madhya Pradesh,Bhopal,Bhopal,Soybean,2523,3409,2572
2024-06-07,Madhya Pradesh,Sagar,Sagar,Wheat,2012,2907,2146
2024-06-08,Madhya Pradesh,Bhopal,Sagar,Paddy(Dhan),2922,2532,2123
2024-06-09,Madhya Pradesh,Sagar,Jabalpur,Maize,2634,2964,2038
2024-06-10,Madhya Pradesh,Indore,Bhopal,Paddy(Dhan),1963,3990,3220
2024-06-11,Madhya Pradesh,Bhopal,Bhopal,Soybean,2616,2447,2136
2024-06-12,Madhya Pradesh,Indore,Sagar,Gram,1950,3603,2140
2024-06-13,Madhya Pradesh,Indore,Gwalior,Soybean,2919,2125,3102
2024-06-14,Madhya Pradesh,Indore,Ujjain,Wheat,2423,2554,3176
2024-06-15,Madhya Pradesh,Ujjain,Jabalpur,Soybean,2432,2693,2745
2024-06-16,Madhya Pradesh,Gwalior,Bhopal,Gram,1978,2488,2691
2024-06-17,Madhya Pradesh,Gwalior,Jabalpur,Gram,1815,2611,3286
2024-06-18,Madhya Pradesh,Jabalpur,Sagar,Maize,2170,2890,2261
2024-06-19,Madhya Pradesh,Indore,Ujjain,Maize,2197,2445,3116
2024-06-20,Madhya Pradesh,Ujjain,Indore,Gram,2492,3493,2597
2024-06-21,Madhya Pradesh,Bhopal,Bhopal,Gram,2876,3372,2532
2024-06-22,Madhya Pradesh,Bhopal,Ujjain,Wheat,2267,2507,3230
2024-06-23,Madhya Pradesh,Jabalpur,Jabalpur,Soybean,2762,2456,1961
2024-06-24,Madhya Pradesh,Jabalpur,Sagar,Maize,2627,2985,3326
2024-06-25,Madhya Pradesh,Indore,Ujjain,Wheat,2406,3931,2247
2024-06-26,Madhya Pradesh,Indore,Indore,Soybean,2377,3775,3278
2024-06-27,Madhya Pradesh,Bhopal,Ujjain,Maize,2552,2384,2064
2024-06-28,Madhya Pradesh,Bhopal,Sagar,Wheat,1588,2711,2809
2024-06-29,Madhya Pradesh,Bhopal,Jabalpur,Paddy(Dhan),1874,2928,1931
2024-06-30,Madhya Pradesh,Bhopal,Bhopal,Paddy(Dhan),2920,3471,1919
2024-07-01,Madhya Pradesh,Gwalior,Bhopal,Maize,1863,3651,3042
2024-07-02,Madhya Pradesh,Indore,Gwalior,Wheat,1646,3138,3240
2024-07-03,Madhya Pradesh,Indore,Jabalpur,Soybean,1813,2451,2471
2024-07-04,Madhya Pradesh,Bhopal,Gwalior,Soybean,2047,2653,2304
2024-07-05,Madhya Pradesh,Ujjain,Gwalior,Wheat,2295,3142,3123
2024-07-06,Madhya Pradesh,Bhopal,Sagar,Paddy(Dhan),2975,3116,1908
2024-07-07,Madhya Pradesh,Sagar,Sagar,Wheat,2398,3933,3061
2024-07-08,Madhya Pradesh,Jabalpur,Sagar,Paddy(Dhan),1600,2520,2092
2024-07-09,Madhya Pradesh,Sagar,Indore,Paddy(Dhan),1606,3608,2787
2024-07-10,Madhya Pradesh,Ujjain,Jabalpur,Soybean,2356,2537,3402
2024-07-11,Madhya Pradesh,Jabalpur,Bhopal,Maize,2436,3456,2627
2024-07-12,Madhya Pradesh,Ujjain,Jabalpur,Gram,1790,3774,1986
2024-07-13,Madhya Pradesh,Jabalpur,Sagar,Wheat,2872,3897,2859
2024-07-14,Madhya Pradesh,Bhopal,Indore,Paddy(Dhan),2116,2144,3384
2024-07-15,Madhya Pradesh,Bhopal,Jabalpur,Wheat,2087,3091,2055
2024-07-16,Madhya Pradesh,Ujjain,Jabalpur,Maize,2750,2699,3258
2024-07-17,Madhya Pradesh,Jabalpur,Gwalior,Maize,2095,3901,3442
2024-07-18,Madhya Pradesh,Gwalior,Jabalpur,Gram,2476,2130,2831
2024-07-19,Madhya Pradesh,Ujjain,Gwalior,Gram,2573,2732,2547
2024-07-20,Madhya Pradesh,Ujjain,Gwalior,Paddy(Dhan),2367,3304,3001
2024-07-21,Madhya Pradesh,Sagar,Ujjain,Gram,2469,3812,3065
2024-07-22,Madhya Pradesh,Indore,Sagar,Paddy(Dhan),2221,3675,1840
2024-07-23,Madhya Pradesh,Ujjain,Indore,Soybean,1657,3589,3180
2024-07-24,Madhya Pradesh,Gwalior,Gwalior,Paddy(Dhan),1827,2512,2556
2024-07-25,Madhya Pradesh,Bhopal,Jabalpur,Gram,2600,2639,1912
2024-07-26,Madhya Pradesh,Jabalpur,Gwalior,Wheat,2234,2000,2567
2024-07-27,Madhya Pradesh,Indore,Gwalior,Gram,2132,3708,2989
2024-07-28,Madhya Pradesh,Jabalpur,Gwalior,Maize,2977,3965,3327
2024-07-29,Madhya Pradesh,Bhopal,Bhopal,Gram,2833,2431,2653
2024-07-30,Madhya Pradesh,Ujjain,Bhopal,Soybean,1826,2390,1877
2024-07-31,Madhya Pradesh,Sagar,Bhopal,Paddy(Dhan),2007,3289,2518
2024-08-01,Madhya Pradesh,Gwalior,Bhopal,Maize,2369,2398,2677
2024-08-02,Madhya Pradesh,Indore,Ujjain,Paddy(Dhan),2630,2807,3019
2024-08-03,Madhya Pradesh,Gwalior,Gwalior,Paddy(Dhan),1740,3279,2201
2024-08-04,Madhya Pradesh,Gwalior,Ujjain,Gram,1934,2394,2632
2024-08-05,Madhya Pradesh,Gwalior,Jabalpur,Wheat,2551,2951,1863
2024-08-06,Madhya Pradesh,Gwalior,Sagar,Maize,2203,2173,2451
2024-08-07,Madhya Pradesh,Bhopal,Indore,Soybean,2772,3068,2685
2024-08-08,Madhya Pradesh,Gwalior,Ujjain,Soybean,2887,2854,3248
2024-08-09,Madhya Pradesh,Sagar,Bhopal,Wheat,2995,3164,2865
2024-08-10,Madhya Pradesh,Gwalior,Bhopal,Wheat,2088,2538,2172
2024-08-11,Madhya Pradesh,Bhopal,Jabalpur,Gram,1912,2744,2105
2024-08-12,Madhya Pradesh,Jabalpur,Gwalior,Soybean,2068,2720,2008
2024-08-13,Madhya Pradesh,Bhopal,Indore,Maize,2688,2049,2266
2024-08-14,Madhya Pradesh,Sagar,Ujjain,Wheat,2488,3084,2731
2024-08-15,Madhya Pradesh,Sagar,Gwalior,Wheat,2571,2242,3127
2024-08-16,Madhya Pradesh,Ujjain,Gwalior,Wheat,1983,3292,3408
2024-08-17,Madhya Pradesh,Bhopal,Sagar,Maize,2681,3163,3215
2024-08-18,Madhya Pradesh,Jabalpur,Sagar,Soybean,2167,3180,2976
2024-08-19,Madhya Pradesh,Ujjain,Ujjain,Maize,1650,2596,2446
2024-08-20,Madhya Pradesh,Ujjain,Ujjain,Maize,1724,3619,2161
2024-08-21,Madhya Pradesh,Indore,Ujjain,Gram,2783,2275,3087
2024-08-22,Madhya Pradesh,Gwalior,Ujjain,Wheat,2910,3054,3039
2024-08-23,Madhya Pradesh,Ujjain,Bhopal,Soybean,1755,2007,2520
2024-08-24,Madhya Pradesh,Ujjain,Gwalior,Gram,1560,3815,2515
2024-08-25,Madhya Pradesh,Sagar,Gwalior,Gram,1895,2714,3445
2024-08-26,Madhya Pradesh,Jabalpur,Bhopal,Paddy(Dhan),2920,3958,2342
2024-08-27,Madhya Pradesh,Ujjain,Gwalior,Wheat,2685,2032,3347
2024-08-28,Madhya Pradesh,Jabalpur,Ujjain,Soybean,1879,2809,3462
2024-08-29,Madhya Pradesh,Gwalior,Indore,Soybean,2966,3678,1993
2024-08-30,Madhya Pradesh,Sagar,Sagar,Soybean,1848,3475,2451
2024-08-31,Madhya Pradesh,Indore,Sagar,Wheat,1530,3472,2850
2024-09-01,Madhya Pradesh,Indore,Gwalior,Soybean,1570,2927,2869
2024-09-02,Madhya Pradesh,Gwalior,Indore,Maize,1896,3930,2446
2024-09-03,Madhya Pradesh,Gwalior,Sagar,Maize,2961,2861,2753
2024-09-04,Madhya Pradesh,Sagar,Indore,Wheat,1501,2036,2881
2024-09-05,Madhya Pradesh,Sagar,Bhopal,Soybean,2428,3682,2836
2024-09-06,Madhya Pradesh,Bhopal,Jabalpur,Paddy(Dhan),2061,3970,2748
2024-09-07,Madhya Pradesh,Ujjain,Gwalior,Paddy(Dhan),2658,3763,3435
2024-09-08,Madhya Pradesh,Ujjain,Bhopal,Paddy(Dhan),1645,2033,2760
2024-09-09,Madhya Pradesh,Ujjain,Bhopal,Maize,1678,2454,1848
2024-09-10,Madhya Pradesh,Jabalpur,Indore,Paddy(Dhan),1763,2443,2602
2024-09-11,Madhya Pradesh,Bhopal,Gwalior,Soybean,2834,3260,2917
2024-09-12,Madhya Pradesh,Ujjain,Bhopal,Soybean,1703,2211,2406
2024-09-13,Madhya Pradesh,Jabalpur,Ujjain,Paddy(Dhan),2198,3844,3480
2024-09-14,Madhya Pradesh,Jabalpur,Bhopal,Gram,2553,3163,3407
2024-09-15,Madhya Pradesh,Indore,Ujjain,Paddy(Dhan),1558,2701,3274
2024-09-16,Madhya Pradesh,Jabalpur,Jabalpur,Gram,2532,2607,3202
2024-09-17,Madhya Pradesh,Gwalior,Ujjain,Wheat,2487,3729,1809
2024-09-18,Madhya Pradesh,Sagar,Ujjain,Wheat,2847,2981,2473
2024-09-19,Madhya Pradesh,Jabalpur,Indore,Soybean,1666,2360,2525
2024-09-20,Madhya Pradesh,Gwalior,Bhopal,Maize,2860,2303,2315
2024-09-21,Madhya Pradesh,Gwalior,Jabalpur,Soybean,2406,2295,2023
2024-09-22,Madhya Pradesh,Indore,Bhopal,Soybean,2902,2151,3204
2024-09-23,Madhya Pradesh,Indore,Ujjain,Maize,2397,3969,3364
2024-09-24,Madhya Pradesh,Jabalpur,Sagar,Soybean,2290,3246,3125
2024-09-25,Madhya Pradesh,Indore,Ujjain,Maize,1741,3219,2002
2024-09-26,Madhya Pradesh,Indore,Bhopal,Soybean,2407,2599,2741
2024-09-27,Madhya Pradesh,Sagar,Jabalpur,Wheat,2683,3322,2388
2024-09-28,Madhya Pradesh,Ujjain,Sagar,Gram,2276,3552,2370
2024-09-29,Madhya Pradesh,Jabalpur,Jabalpur,Soybean,2758,3511,2756
2024-09-30,Madhya Pradesh,Jabalpur,Indore,Gram,2976,2210,1995
2024-10-01,Madhya Pradesh,Jabalpur,Ujjain,Paddy(Dhan),1698,2231,3145
2024-10-02,Madhya Pradesh,Indore,Ujjain,Soybean,2556,2869,2217
2024-10-03,Madhya Pradesh,Sagar,Indore,Wheat,1907,2694,3442
2024-10-04,Madhya Pradesh,Indore,Bhopal,Maize,2612,3697,3165
2024-10-05,Madhya Pradesh,Gwalior,Ujjain,Wheat,1720,2366,3212
2024-10-06,Madhya Pradesh,Bhopal,Bhopal,Gram,2592,2480,1808
2024-10-07,Madhya Pradesh,Bhopal,Jabalpur,Maize,2817,3605,2331
2024-10-08,Madhya Pradesh,Bhopal,Sagar,Wheat,2760,2571,1948
2024-10-09,Madhya Pradesh,Ujjain,Sagar,Wheat,2683,3202,2182
2024-10-10,Madhya Pradesh,Indore,Sagar,Wheat,2339,3507,3352
2024-10-11,Madhya Pradesh,Gwalior,Gwalior,Maize,2287,3612,2835
2024-10-12,Madhya Pradesh,Gwalior,Indore,Wheat,2813,3518,2275
2024-10-13,Madhya Pradesh,Bhopal,Sagar,Wheat,2053,3992,3417
2024-10-14,Madhya Pradesh,Sagar,Ujjain,Gram,2077,3570,2378
2024-10-15,Madhya Pradesh,Ujjain,Indore,Wheat,2032,2929,3468
2024-10-16,Madhya Pradesh,Ujjain,Jabalpur,Wheat,1834,3039,2876
2024-10-17,Madhya Pradesh,Bhopal,Jabalpur,Paddy(Dhan),2520,2465,3259
2024-10-18,Madhya Pradesh,Bhopal,Jabalpur,Maize,1745,3425,2005
2024-10-19,Madhya Pradesh,Indore,Jabalpur,Paddy(Dhan),2846,2293,2785
2024-10-20,Madhya Pradesh,Sagar,Gwalior,Gram,2110,2170,2714
2024-10-21,Madhya Pradesh,Ujjain,Bhopal,Paddy(Dhan),1828,3055,2544
2024-10-22,Madhya Pradesh,Gwalior,Bhopal,Soybean,2046,2262,2712
2024-10-23,Madhya Pradesh,Bhopal,Sagar,Maize,1838,3238,1853
2024-10-24,Madhya Pradesh,Indore,Gwalior,Wheat,2694,2557,2801
2024-10-25,Madhya Pradesh,Gwalior,Bhopal,Paddy(Dhan),2633,2188,3403
2024-10-26,Madhya Pradesh,Ujjain,Jabalpur,Paddy(Dhan),2493,2785,3313
2024-10-27,Madhya Pradesh,Bhopal,Bhopal,Wheat,2306,2582,2143
2024-10-28,Madhya Pradesh,Sagar,Indore,Wheat,2533,3001,2992
2024-10-29,Madhya Pradesh,Bhopal,Sagar,Gram,2725,3831,2984
2024-10-30,Madhya Pradesh,Sagar,Bhopal,Paddy(Dhan),2780,2599,3350
2024-10-31,Madhya Pradesh,Indore,Indore,Paddy(Dhan),2785,2845,2502
2024-11-01,Madhya Pradesh,Indore,Ujjain,Soybean,2192,3969,2326
2024-11-02,Madhya Pradesh,Ujjain,Indore,Soybean,1929,3284,3110
2024-11-03,Madhya Pradesh,Sagar,Indore,Paddy(Dhan),2589,3205,2211
2024-11-04,Madhya Pradesh,Bhopal,Jabalpur,Soybean,2305,3528,3345
2024-11-05,Madhya Pradesh,Indore,Jabalpur,Paddy(Dhan),2111,2341,2368
2024-11-06,Madhya Pradesh,Bhopal,Sagar,Maize,1534,2953,1998
2024-11-07,Madhya Pradesh,Ujjain,Jabalpur,Gram,2056,2021,2984
2024-11-08,Madhya Pradesh,Sagar,Indore,Soybean,1990,3097,2574
2024-11-09,Madhya Pradesh,Bhopal,Gwalior,Paddy(Dhan),1753,3625,2188
2024-11-10,Madhya Pradesh,Gwalior,Jabalpur,Soybean,1516,3870,2273
2024-11-11,Madhya Pradesh,Bhopal,Jabalpur,Gram,1760,2165,3204
2024-11-12,Madhya Pradesh,Jabalpur,Indore,Maize,2779,2233,2564
2024-11-13,Madhya Pradesh,Jabalpur,Ujjain,Wheat,2227,3398,3454
2024-11-14,Madhya Pradesh,Ujjain,Ujjain,Wheat,2947,3456,2391
2024-11-15,Madhya Pradesh,Ujjain,Bhopal,Soybean,2000,2640,2947
2024-11-16,Madhya Pradesh,Ujjain,Sagar,Paddy(Dhan),2515,3357,2895
2024-11-17,Madhya Pradesh,Gwalior,Ujjain,Gram,1785,3827,2781
2024-11-18,Madhya Pradesh,Sagar,Jabalpur,Maize,1506,2606,2793
2024-11-19,Madhya Pradesh,Gwalior,Gwalior,Maize,2722,2539,1967
2024-11-20,Madhya Pradesh,Bhopal,Bhopal,Maize,2158,3889,2083
2024-11-21,Madhya Pradesh,Indore,Sagar,Wheat,2436,3058,3317
2024-11-22,Madhya Pradesh,Sagar,Gwalior,Gram,2941,3467,2859
2024-11-23,Madhya Pradesh,Jabalpur,Gwalior,Wheat,1551,3254,2623
2024-11-24,Madhya Pradesh,Jabalpur,Jabalpur,Soybean,1742,2317,2998
2024-11-25,Madhya Pradesh,Jabalpur,Indore,Maize,2742,2342,3022
2024-11-26,Madhya Pradesh,Bhopal,Indore,Gram,2017,3453,2939
2024-11-27,Madhya Pradesh,Bhopal,Indore,Maize,2469,3899,3138
2024-11-28,Madhya Pradesh,Ujjain,Ujjain,Wheat,1608,2978,3043
2024-11-29,Madhya Pradesh,Indore,Indore,Wheat,2874,2636,2690
2024-11-30,Madhya Pradesh,Ujjain,Sagar,Wheat,2420,3489,3401
2024-12-01,Madhya Pradesh,Bhopal,Jabalpur,Maize,1565,2078,1933
2024-12-02,Madhya Pradesh,Gwalior,Ujjain,Gram,2533,2892,3454
2024-12-03,Madhya Pradesh,Ujjain,Sagar,Gram,1701,2572,1921
2024-12-04,Madhya Pradesh,Sagar,Indore,Soybean,2400,2448,2632
2024-12-05,Madhya Pradesh,Bhopal,Sagar,Maize,1713,3752,2821
2024-12-06,Madhya Pradesh,Bhopal,Gwalior,Soybean,1567,2281,3244
2024-12-07,Madhya Pradesh,Gwalior,Jabalpur,Soybean,2258,2674,2694
2024-12-08,Madhya Pradesh,Gwalior,Jabalpur,Soybean,2365,2056,3315
2024-12-09,Madhya Pradesh,Gwalior,Sagar,Soybean,1826,3998,3422
2024-12-10,Madhya Pradesh,Indore,Bhopal,Wheat,2573,2190,2088
2024-12-11,Madhya Pradesh,Sagar,Jabalpur,Soybean,2540,2643,3472
2024-12-12,Madhya Pradesh,Bhopal,Gwalior,Gram,2022,3486,2876
2024-12-13,Madhya Pradesh,Gwalior,Jabalpur,Soybean,2829,2041,3028
2024-12-14,Madhya Pradesh,Indore,Bhopal,Wheat,2915,3509,3171
2024-12-15,Madhya Pradesh,Jabalpur,Jabalpur,Paddy(Dhan),2487,3196,2874
2024-12-16,Madhya Pradesh,Sagar,Jabalpur,Paddy(Dhan),2647,2678,2638
2024-12-17,Madhya Pradesh,Jabalpur,Bhopal,Paddy(Dhan),2503,3273,2711
2024-12-18,Madhya Pradesh,Jabalpur,Jabalpur,Maize,2003,3533,1839
2024-12-19,Madhya Pradesh,Bhopal,Sagar,Gram,2748,2501,2049
2024-12-20,Madhya Pradesh,Indore,Ujjain,Wheat,2255,3216,2017
2024-12-21,Madhya Pradesh,Indore,Sagar,Paddy(Dhan),2841,2789,1978
2024-12-22,Madhya Pradesh,Jabalpur,Jabalpur,Wheat,1972,3930,3374
2024-12-23,Madhya Pradesh,Sagar,Indore,Wheat,2357,2749,1982
2024-12-24,Madhya Pradesh,Ujjain,Indore,Maize,2040,2741,2987
2024-12-25,Madhya Pradesh,Jabalpur,Ujjain,Paddy(Dhan),2881,2164,3200
2024-12-26,Madhya Pradesh,Bhopal,Jabalpur,Soybean,2368,2754,2504
2024-12-27,Madhya Pradesh,Jabalpur,Gwalior,Wheat,2377,2089,2296
2024-12-28,Madhya Pradesh,Sagar,Jabalpur,Paddy(Dhan),2439,3714,2396
2024-12-29,Madhya Pradesh,Sagar,Indore,Wheat,2376,2986,2260
2024-12-30,Madhya Pradesh,Jabalpur,Bhopal,Maize,2952,3081,2273
2024-12-31,Madhya Pradesh,Indore,Ujjain,Maize,2296,3996,2484
2025-01-01,Madhya Pradesh,Jabalpur,Bhopal,Soybean,1971,3286,2860
2025-01-02,Madhya Pradesh,Gwalior,Gwalior,Maize,2337,2647,3422
2025-01-03,Madhya Pradesh,Gwalior,Jabalpur,Paddy(Dhan),2823,2749,3464
2025-01-04,Madhya Pradesh,Ujjain,Gwalior,Maize,1583,2818,2118
2025-01-05,Madhya Pradesh,Bhopal,Bhopal,Soybean,1876,2242,3378
2025-01-06,Madhya Pradesh,Bhopal,Jabalpur,Gram,2836,2662,3235
2025-01-07,Madhya Pradesh,Indore,Sagar,Wheat,2843,2857,2155
2025-01-08,Madhya Pradesh,Bhopal,Sagar,Wheat,1703,3899,3494
2025-01-09,Madhya Pradesh,Ujjain,Gwalior,Paddy(Dhan),2878,3782,2416
2025-01-10,Madhya Pradesh,Gwalior,Sagar,Soybean,2508,2218,2028
2025-01-11,Madhya Pradesh,Indore,Sagar,Soybean,2817,2008,2528
2025-01-12,Madhya Pradesh,Sagar,Indore,Soybean,2003,2429,3087
2025-01-13,Madhya Pradesh,Gwalior,Sagar,Wheat,2668,3829,3310
2025-01-14,Madhya Pradesh,Ujjain,Indore,Maize,2038,3902,2360
2025-01-15,Madhya Pradesh,Indore,Ujjain,Wheat,1516,2012,3175
2025-01-16,Madhya Pradesh,Jabalpur,Indore,Wheat,2074,3798,3265
2025-01-17,Madhya Pradesh,Bhopal,Indore,Wheat,2075,2906,2434
2025-01-18,Madhya Pradesh,Ujjain,Bhopal,Maize,2514,2969,2258
2025-01-19,Madhya Pradesh,Indore,Indore,Gram,2562,3248,1824
2025-01-20,Madhya Pradesh,Gwalior,Indore,Paddy(Dhan),1629,3766,2954
2025-01-21,Madhya Pradesh,Indore,Bhopal,Gram,1614,2689,2169
2025-01-22,Madhya Pradesh,Jabalpur,Indore,Gram,2973,3782,3259
2025-01-23,Madhya Pradesh,Ujjain,Sagar,Wheat,2449,3090,3047
2025-01-24,Madhya Pradesh,Indore,Indore,Gram,2568,3832,2811
2025-01-25,Madhya Pradesh,Sagar,Ujjain,Wheat,1715,3692,2410
2025-01-26,Madhya Pradesh,Ujjain,Indore,Wheat,2347,2676,3175
2025-01-27,Madhya Pradesh,Ujjain,Indore,Paddy(Dhan),2938,3526,3308
2025-01-28,Madhya Pradesh,Gwalior,Ujjain,Soybean,2188,2183,3020
2025-01-29,Madhya Pradesh,Bhopal,Bhopal,Wheat,2502,3004,1908
2025-01-30,Madhya Pradesh,Sagar,Sagar,Gram,1764,2207,3043
2025-01-31,Madhya Pradesh,Jabalpur,Indore,Paddy(Dhan),2963,2527,2519
2025-02-01,Madhya Pradesh,Indore,Sagar,Gram,2116,3323,3142
2025-02-02,Madhya Pradesh,Bhopal,Gwalior,Soybean,2904,2817,2905
2025-02-03,Madhya Pradesh,Gwalior,Sagar,Maize,1800,3002,3360
2025-02-04,Madhya Pradesh,Bhopal,Bhopal,Soybean,2484,3264,2231
2025-02-05,Madhya Pradesh,Ujjain,Bhopal,Paddy(Dhan),2694,2454,2831
2025-02-06,Madhya Pradesh,Ujjain,Indore,Soybean,1905,3998,2435
2025-02-07,Madhya Pradesh,Jabalpur,Ujjain,Soybean,2878,3765,2972
2025-02-08,Madhya Pradesh,Sagar,Bhopal,Paddy(Dhan),1660,2901,2921
2025-02-09,Madhya Pradesh,Indore,Ujjain,Paddy(Dhan),1525,3553,2924
2025-02-10,Madhya Pradesh,Indore,Gwalior,Gram,1582,3682,2166
2025-02-11,Madhya Pradesh,Gwalior,Ujjain,Wheat,1672,2243,3285
2025-02-12,Madhya Pradesh,Jabalpur,Jabalpur,Maize,2498,3586,2724
2025-02-13,Madhya Pradesh,Indore,Ujjain,Maize,2293,3985,2213
2025-02-14,Madhya Pradesh,Sagar,Bhopal,Maize,2593,2770,3082
2025-02-15,Madhya Pradesh,Ujjain,Ujjain,Soybean,2334,2237,2155
2025-02-16,Madhya Pradesh,Jabalpur,Ujjain,Paddy(Dhan),1505,3269,1810
2025-02-17,Madhya Pradesh,Bhopal,Jabalpur,Paddy(Dhan),2295,2344,3239
2025-02-18,Madhya Pradesh,Jabalpur,Jabalpur,Paddy(Dhan),2718,3507,3394
2025-02-19,Madhya Pradesh,Jabalpur,Indore,Wheat,2024,2309,3073
2025-02-20,Madhya Pradesh,Sagar,Bhopal,Paddy(Dhan),1562,3584,3475
2025-02-21,Madhya Pradesh,Sagar,Indore,Paddy(Dhan),2536,3307,3373
2025-02-22,Madhya Pradesh,Indore,Jabalpur,Soybean,2260,2037,2945
2025-02-23,Madhya Pradesh,Gwalior,Ujjain,Gram,1704,3819,1864
2025-02-24,Madhya Pradesh,Gwalior,Jabalpur,Maize,2396,2031,3481
2025-02-25,Madhya Pradesh,Sagar,Gwalior,Soybean,1539,3266,3125
2025-02-26,Madhya Pradesh,Indore,Ujjain,Soybean,2688,3576,1924
2025-02-27,Madhya Pradesh,Indore,Indore,Soybean,2554,2291,2111
2025-02-28,Madhya Pradesh,Indore,Ujjain,Maize,2376,3638,3014
2025-03-01,Madhya Pradesh,Sagar,Gwalior,Soybean,2324,2291,2574
2025-03-02,Madhya Pradesh,Gwalior,Jabalpur,Gram,2408,3642,2801
2025-03-03,Madhya Pradesh,Indore,Bhopal,Paddy(Dhan),1897,2757,2672
2025-03-04,Madhya Pradesh,Sagar,Sagar,Gram,2982,3405,3273
2025-03-05,Madhya Pradesh,Bhopal,Bhopal,Paddy(Dhan),2746,3622,2493
2025-03-06,Madhya Pradesh,Bhopal,Bhopal,Paddy(Dhan),2133,2577,2982
2025-03-07,Madhya Pradesh,Ujjain,Jabalpur,Soybean,2601,3161,3176
2025-03-08,Madhya Pradesh,Bhopal,Bhopal,Soybean,2338,3861,2789
2025-03-09,Madhya Pradesh,Jabalpur,Gwalior,Maize,2099,3223,2598
2025-03-10,Madhya Pradesh,Ujjain,Jabalpur,Wheat,2124,3358,2473
2025-03-11,Madhya Pradesh,Bhopal,Bhopal,Gram,2437,2604,3086
2025-03-12,Madhya Pradesh,Jabalpur,Sagar,Maize,2383,2446,2711
2025-03-13,Madhya Pradesh,Bhopal,Indore,Maize,2951,3371,2205
2025-03-14,Madhya Pradesh,Sagar,Jabalpur,Gram,1924,2277,2795
2025-03-15,Madhya Pradesh,Jabalpur,Jabalpur,Gram,1886,2993,3426
2025-03-16,Madhya Pradesh,Indore,Ujjain,Paddy(Dhan),2762,2531,2840
2025-03-17,Madhya Pradesh,Sagar,Bhopal,Wheat,2503,3824,2436
2025-03-18,Madhya Pradesh,Jabalpur,Indore,Soybean,2357,3422,3083
2025-03-19,Madhya Pradesh,Sagar,Sagar,Wheat,2122,3414,2689
2025-03-20,Madhya Pradesh,Indore,Gwalior,Wheat,1589,2983,3178
2025-03-21,Madhya Pradesh,Jabalpur,Jabalpur,Soybean,1884,2601,2288
2025-03-22,Madhya Pradesh,Jabalpur,Gwalior,Wheat,2662,2561,3037
2025-03-23,Madhya Pradesh,Sagar,Gwalior,Maize,2496,3033,2038
2025-03-24,Madhya Pradesh,Bhopal,Gwalior,Maize,2146,2590,1979
2025-03-25,Madhya Pradesh,Jabalpur,Ujjain,Soybean,2767,3572,3242
2025-03-26,Madhya Pradesh,Bhopal,Gwalior,Soybean,1921,2058,2966
2025-03-27,Madhya Pradesh,Jabalpur,Bhopal,Gram,2705,3111,2116
2025-03-28,Madhya Pradesh,Gwalior,Bhopal,Gram,2718,2458,3067
2025-03-29,Madhya Pradesh,Ujjain,Indore,Wheat,2373,2103,2031
2025-03-30,Madhya Pradesh,Bhopal,Indore,Wheat,1552,2830,3412
2025-03-31,Madhya Pradesh,Bhopal,Sagar,Soybean,2485,2788,3126
2025-04-01,Madhya Pradesh,Indore,Gwalior,Wheat,2513,2103,2130
2025-04-02,Madhya Pradesh,Gwalior,Gwalior,Paddy(Dhan),2184,3277,2360
2025-04-03,Madhya Pradesh,Indore,Ujjain,Maize,1678,2741,2748
2025-04-04,Madhya Pradesh,Gwalior,Gwalior,Wheat,1792,3358,2047
2025-04-05,Madhya Pradesh,Gwalior,Gwalior,Wheat,1874,3486,2082
2025-04-06,Madhya Pradesh,Sagar,Gwalior,Gram,2582,3572,3110
2025-04-07,Madhya Pradesh,Sagar,Jabalpur,Paddy(Dhan),2577,2300,2739
2025-04-08,Madhya Pradesh,Sagar,Jabalpur,Wheat,2768,2653,1831
2025-04-09,Madhya Pradesh,Jabalpur,Ujjain,Maize,2672,2554,3323
2025-04-10,Madhya Pradesh,Indore,Ujjain,Wheat,2295,2627,3493
2025-04-11,Madhya Pradesh,Ujjain,Bhopal,Soybean,2891,3364,2329
2025-04-12,Madhya Pradesh,Gwalior,Ujjain,Paddy(Dhan),1515,3515,2180
2025-04-13,Madhya Pradesh,Gwalior,Sagar,Wheat,1675,3107,1862
2025-04-14,Madhya Pradesh,Bhopal,Bhopal,Paddy(Dhan),2929,2928,1927
