image_id,crop,disease_label,severity,solution
img_331.jpg,Tomato,Yellow Rust,High,Apply recommended fungicide and remove infected leaves.
img_332.jpg,Tomato,Late Blight,High,Apply recommended fungicide and remove infected leaves.
img_333.jpg,Corn,Late Blight,Low,Apply recommended fungicide and remove infected leaves.
img_334.jpg,Tomato,Healthy,Low,Apply recommended fungicide and remove infected leaves.
img_335.jpg,Wheat,Leaf Spot,Medium,Apply recommended fungicide and remove infected leaves.
img_336.jpg,Wheat,Early Blight,High,Apply recommended fungicide and remove infected leaves.
img_337.jpg,Potato,Yellow Rust,High,Apply recommended fungicide and remove infected leaves.
img_338.jpg,Apple,Healthy,Medium,Apply recommended fungicide and remove infected leaves.
img_339.jpg,Potato,Leaf Spot,Medium,Apply recommended fungicide and remove infected leaves.
img_340.jpg,Apple,Leaf Spot,Medium,Apply recommended fungicide and remove infected leaves.
img_341.jpg,Potato,Leaf Spot,Low,Apply recommended fungicide and remove infected leaves.
img_342.jpg,Potato,Early Blight,Low,Apply recommended fungicide and remove infected leaves.
img_343.jpg,Wheat,Late Blight,Low,Apply recommended fungicide and remove infected leaves.
img_344.jpg,Apple,Healthy,Low,Apply recommended fungicide and remove infected leaves.
img_345.jpg,Corn,Early Blight,Low,Apply recommended fungicide and remove infected leaves.
img_346.jpg,Corn,Yellow Rust,High,Apply recommended fungicide and remove infected leaves.
img_347.jpg,Potato,Early Blight,High,Apply recommended fungicide and remove infected leaves.
img_348.jpg,Potato,Yellow Rust,High,Apply recommended fungicide and remove infected leaves.
img_349.jpg,Wheat,Yellow Rust,Medium,Apply recommended fungicide and remove infected leaves.
img_350.jpg,Apple,Leaf Spot,High,Apply recommended fungicide and remove infected leaves.
img_351.jpg,Potato,Early Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_352.jpg,Corn,Late Blight,High,Apply recommended fungicide and remove infected leaves.
img_353.jpg,Apple,Yellow Rust,Low,Apply recommended fungicide and remove infected leaves.
img_354.jpg,Potato,Leaf Spot,High,Apply recommended fungicide and remove infected leaves.
img_355.jpg,Apple,Late Blight,Low,Apply recommended fungicide and remove infected leaves.
img_356.jpg,Wheat,Early Blight,Low,Apply recommended fungicide and remove infected leaves.
img_357.jpg,Corn,Late Blight,High,Apply recommended fungicide and remove infected leaves.
img_358.jpg,Apple,Early Blight,High,Apply recommended fungicide and remove infected leaves.
img_359.jpg,Corn,Yellow Rust,Low,Apply recommended fungicide and remove infected leaves.
img_360.jpg,Potato,Healthy,Medium,Apply recommended fungicide and remove infected leaves.
img_361.jpg,Tomato,Healthy,Medium,Apply recommended fungicide and remove infected leaves.
img_362.jpg,Apple,Yellow Rust,High,Apply recommended fungicide and remove infected leaves.
img_363.jpg,Corn,Late Blight,Low,Apply recommended fungicide and remove infected leaves.
img_364.jpg,Apple,Early Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_365.jpg,Potato,Healthy,High,Apply recommended fungicide and remove infected leaves.
img_366.jpg,Potato,Early Blight,High,Apply recommended fungicide and remove infected leaves.
img_367.jpg,Corn,Yellow Rust,Low,Apply recommended fungicide and remove infected leaves.
img_368.jpg,Wheat,Late Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_369.jpg,Apple,Early Blight,High,Apply recommended fungicide and remove infected leaves.
img_370.jpg,Apple,Late Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_371.jpg,Potato,Healthy,High,Apply recommended fungicide and remove infected leaves.
img_372.jpg,Apple,Early Blight,High,Apply recommended fungicide and remove infected leaves.
img_373.jpg,Corn,Leaf Spot,Medium,Apply recommended fungicide and remove infected leaves.
img_374.jpg,Tomato,Healthy,Medium,Apply recommended fungicide and remove infected leaves.
img_375.jpg,Potato,Late Blight,Low,Apply recommended fungicide and remove infected leaves.
img_376.jpg,Tomato,Yellow Rust,Low,Apply recommended fungicide and remove infected leaves.
img_377.jpg,Apple,Leaf Spot,Low,Apply recommended fungicide and remove infected leaves.
img_378.jpg,Wheat,Early Blight,Low,Apply recommended fungicide and remove infected leaves.
img_379.jpg,Corn,Healthy,Medium,Apply recommended fungicide and remove infected leaves.
img_380.jpg,Apple,Early Blight,Low,Apply recommended fungicide and remove infected leaves.
img_381.jpg,Corn,Early Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_382.jpg,Apple,Leaf Spot,High,Apply recommended fungicide and remove infected leaves.
img_383.jpg,Apple,Leaf Spot,Medium,Apply recommended fungicide and remove infected leaves.
img_384.jpg,Apple,Leaf Spot,Low,Apply recommended fungicide and remove infected leaves.
img_385.jpg,Potato,Leaf Spot,Medium,Apply recommended fungicide and remove infected leaves.
img_386.jpg,Tomato,Yellow Rust,Medium,Apply recommended fungicide and remove infected leaves.
img_387.jpg,Wheat,Late Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_388.jpg,Tomato,Leaf Spot,Medium,Apply recommended fungicide and remove infected leaves.
img_389.jpg,Tomato,Healthy,Medium,Apply recommended fungicide and remove infected leaves.
img_390.jpg,Corn,Early Blight,Low,Apply recommended fungicide and remove infected leaves.
img_391.jpg,Potato,Leaf Spot,Medium,Apply recommended fungicide and remove infected leaves.
img_392.jpg,Potato,Healthy,Low,Apply recommended fungicide and remove infected leaves.
img_393.jpg,Apple,Yellow Rust,High,Apply recommended fungicide and remove infected leaves.
img_394.jpg,Tomato,Healthy,Medium,Apply recommended fungicide and remove infected leaves.
img_395.jpg,Wheat,Healthy,High,Apply recommended fungicide and remove infected leaves.
img_396.jpg,Corn,Yellow Rust,Low,Apply recommended fungicide and remove infected leaves.
img_397.jpg,Potato,Yellow Rust,Medium,Apply recommended fungicide and remove infected leaves.
img_398.jpg,Apple,Early Blight,High,Apply recommended fungicide and remove infected leaves.
img_399.jpg,Wheat,Leaf Spot,Low,Apply recommended fungicide and remove infected leaves.
img_400.jpg,Tomato,Healthy,High,Apply recommended fungicide and remove infected leaves.
img_401.jpg,Wheat,Late Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_402.jpg,Potato,Late Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_403.jpg,Corn,Early Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_404.jpg,Tomato,Late Blight,Low,Apply recommended fungicide and remove infected leaves.
img_405.jpg,Corn,Early Blight,High,Apply recommended fungicide and remove infected leaves.
img_406.jpg,Wheat,Leaf Spot,Low,Apply recommended fungicide and remove infected leaves.
img_407.jpg,Wheat,Early Blight,High,Apply recommended fungicide and remove infected leaves.
img_408.jpg,Apple,Yellow Rust,Low,Apply recommended fungicide and remove infected leaves.
img_409.jpg,Tomato,Yellow Rust,Medium,Apply recommended fungicide and remove infected leaves.
img_410.jpg,Wheat,Yellow Rust,High,Apply recommended fungicide and remove infected leaves.
img_411.jpg,Potato,Yellow Rust,High,Apply recommended fungicide and remove infected leaves.
img_412.jpg,Potato,Yellow Rust,High,Apply recommended fungicide and remove infected leaves.
img_413.jpg,Corn,Yellow Rust,Low,Apply recommended fungicide and remove infected leaves.
img_414.jpg,Potato,Yellow Rust,Medium,Apply recommended fungicide and remove infected leaves.
img_415.jpg,Wheat,Yellow Rust,High,Apply recommended fungicide and remove infected leaves.
img_416.jpg,Potato,Yellow Rust,Low,Apply recommended fungicide and remove infected leaves.
img_417.jpg,Tomato,Leaf Spot,High,Apply recommended fungicide and remove infected leaves.
img_418.jpg,Corn,Yellow Rust,Medium,Apply recommended fungicide and remove infected leaves.
img_419.jpg,Tomato,Early Blight,High,Apply recommended fungicide and remove infected leaves.
img_420.jpg,Wheat,Leaf Spot,Medium,Apply recommended fungicide and remove infected leaves.
img_421.jpg,Wheat,Late Blight,Low,Apply recommended fungicide and remove infected leaves.
img_422.jpg,Potato,Healthy,Low,Apply recommended fungicide and remove infected leaves.
img_423.jpg,Apple,Leaf Spot,Medium,Apply recommended fungicide and remove infected leaves.
img_424.jpg,Apple,Yellow Rust,Medium,Apply recommended fungicide and remove infected leaves.
img_425.jpg,Wheat,Leaf Spot,Low,Apply recommended fungicide and remove infected leaves.
img_426.jpg,Wheat,Healthy,Medium,Apply recommended fungicide and remove infected leaves.
img_427.jpg,Corn,Healthy,Medium,Apply recommended fungicide and remove infected leaves.
img_428.jpg,Wheat,Yellow Rust,High,Apply recommended fungicide and remove infected leaves.
img_429.jpg,Wheat,Yellow Rust,Low,Apply recommended fungicide and remove infected leaves.
img_430.jpg,Corn,Early Blight,Low,Apply recommended fungicide and remove infected leaves.
img_431.jpg,Tomato,Healthy,Medium,Apply recommended fungicide and remove infected leaves.
img_432.jpg,Tomato,Yellow Rust,Medium,Apply recommended fungicide and remove infected leaves.
img_433.jpg,Corn,Healthy,Medium,Apply recommended fungicide and remove infected leaves.
img_434.jpg,Corn,Early Blight,Low,Apply recommended fungicide and remove infected leaves.
img_435.jpg,Tomato,Late Blight,High,Apply recommended fungicide and remove infected leaves.
img_436.jpg,Tomato,Healthy,Low,Apply recommended fungicide and remove infected leaves.
img_437.jpg,Tomato,Early Blight,High,Apply recommended fungicide and remove infected leaves.
img_438.jpg,Tomato,Early Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_439.jpg,Potato,Early Blight,Low,Apply recommended fungicide and remove infected leaves.
img_440.jpg,Corn,Leaf Spot,High,Apply recommended fungicide and remove infected leaves.
img_441.jpg,Apple,Yellow Rust,Low,Apply recommended fungicide and remove infected leaves.
img_442.jpg,Potato,Healthy,High,Apply recommended fungicide and remove infected leaves.
img_443.jpg,Apple,Leaf Spot,High,Apply recommended fungicide and remove infected leaves.
img_444.jpg,Apple,Healthy,Low,Apply recommended fungicide and remove infected leaves.
img_445.jpg,Wheat,Leaf Spot,Medium,Apply recommended fungicide and remove infected leaves.
img_446.jpg,Corn,Yellow Rust,Low,Apply recommended fungicide and remove infected leaves.
img_447.jpg,Potato,Early Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_448.jpg,Corn,Healthy,High,Apply recommended fungicide and remove infected leaves.
img_449.jpg,Tomato,Early Blight,High,Apply recommended fungicide and remove infected leaves.
img_450.jpg,Corn,Yellow Rust,Low,Apply recommended fungicide and remove infected leaves.
img_451.jpg,Apple,Healthy,Low,Apply recommended fungicide and remove infected leaves.
img_452.jpg,Tomato,Late Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_453.jpg,Corn,Late Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_454.jpg,Corn,Late Blight,Low,Apply recommended fungicide and remove infected leaves.
img_455.jpg,Apple,Yellow Rust,Medium,Apply recommended fungicide and remove infected leaves.
img_456.jpg,Tomato,Late Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_457.jpg,Apple,Healthy,Low,Apply recommended fungicide and remove infected leaves.
img_458.jpg,Corn,Late Blight,Low,Apply recommended fungicide and remove infected leaves.
img_459.jpg,Potato,Healthy,High,Apply recommended fungicide and remove infected leaves.
img_460.jpg,Potato,Yellow Rust,High,Apply recommended fungicide and remove infected leaves.
img_461.jpg,Wheat,Early Blight,Low,Apply recommended fungicide and remove infected leaves.
img_462.jpg,Potato,Leaf Spot,High,Apply recommended fungicide and remove infected leaves.
img_463.jpg,Tomato,Late Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_464.jpg,Wheat,Leaf Spot,Low,Apply recommended fungicide and remove infected leaves.
img_465.jpg,Tomato,Early Blight,High,Apply recommended fungicide and remove infected leaves.
img_466.jpg,Potato,Yellow Rust,Low,Apply recommended fungicide and remove infected leaves.
img_467.jpg,Potato,Yellow Rust,High,Apply recommended fungicide and remove infected leaves.
img_468.jpg,Corn,Early Blight,Low,Apply recommended fungicide and remove infected leaves.
img_469.jpg,Tomato,Leaf Spot,Medium,Apply recommended fungicide and remove infected leaves.
img_470.jpg,Apple,Late Blight,High,Apply recommended fungicide and remove infected leaves.
img_471.jpg,Corn,Healthy,Low,Apply recommended fungicide and remove infected leaves.
img_472.jpg,Tomato,Yellow Rust,Medium,Apply recommended fungicide and remove infected leaves.
img_473.jpg,Wheat,Early Blight,High,Apply recommended fungicide and remove infected leaves.
img_474.jpg,Tomato,Leaf Spot,High,Apply recommended fungicide and remove infected leaves.
img_475.jpg,Wheat,Late Blight,Low,Apply recommended fungicide and remove infected leaves.
img_476.jpg,Wheat,Leaf Spot,Medium,Apply recommended fungicide and remove infected leaves.
img_477.jpg,Potato,Late Blight,Low,Apply recommended fungicide and remove infected leaves.
img_478.jpg,Apple,Healthy,High,Apply recommended fungicide and remove infected leaves.
img_479.jpg,Tomato,Healthy,Low,Apply recommended fungicide and remove infected leaves.
img_480.jpg,Apple,Early Blight,Low,Apply recommended fungicide and remove infected leaves.
img_481.jpg,Wheat,Early Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_482.jpg,Potato,Late Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_483.jpg,Apple,Late Blight,High,Apply recommended fungicide and remove infected leaves.
img_484.jpg,Corn,Late Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_485.jpg,Wheat,Late Blight,Low,Apply recommended fungicide and remove infected leaves.
img_486.jpg,Corn,Healthy,High,Apply recommended fungicide and remove infected leaves.
img_487.jpg,Apple,Early Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_488.jpg,Apple,Early Blight,Low,Apply recommended fungicide and remove infected leaves.
img_489.jpg,Apple,Yellow Rust,Low,Apply recommended fungicide and remove infected leaves.
img_490.jpg,Tomato,Early Blight,High,Apply recommended fungicide and remove infected leaves.
img_491.jpg,Wheat,Early Blight,High,Apply recommended fungicide and remove infected leaves.
img_492.jpg,Wheat,Leaf Spot,Medium,Apply recommended fungicide and remove infected leaves.
img_493.jpg,Wheat,Leaf Spot,Medium,Apply recommended fungicide and remove infected leaves.
img_494.jpg,Tomato,Yellow Rust,Medium,Apply recommended fungicide and remove infected leaves.
img_495.jpg,Apple,Late Blight,Medium,Apply recommended fungicide and remove infected leaves.
img_496.jpg,Apple,Yellow Rust,High,Apply recommended fungicide and remove infected leaves.
img_497.jpg,Corn,Yellow Rust,Low,Apply recommended fungicide and remove infected leaves.
img_498.jpg,Tomato,Healthy,Low,Apply recommended fungicide and remove infected leaves.
img_499.jpg,Potato,Early Blight,Medium,Apply recommended fungicide and remove infected leaves.
